Player,SEASON_ID,PPG,RPG,APG,BPG,SPG,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FG_PCT,FG3_PCT,FTM,FTA,FT_PCT,Player,TOVPG,PFPG,FG3MPG,FG3APG,FGMPG,FGAPG,OREBPG
Darius Morris,2011-12,2.42,0.84,1.11,0.0,0.11,LAL,21.0,19,0,169,0.429,0.444,6,9,0.667,Darius Morris,1.0,0.8,0.21,0.47,0.95,2.21,0.11
Darius Morris,2012-13,4.04,1.19,1.58,0.04,0.44,LAL,22.0,48,17,683,0.388,0.364,24,37,0.649,Darius Morris,0.94,1.2,0.5,1.38,1.52,3.92,0.5
Darius Morris,2013-14,6.92,1.08,2.58,0.0,0.67,PHI,23.0,12,0,193,0.433,0.417,15,21,0.714,Darius Morris,1.58,1.8,0.83,2.0,2.42,5.58,0.25
Darius Morris,2013-14,0.9,0.5,0.5,0.0,0.2,LAC,23.0,10,0,54,0.308,0.0,1,2,0.5,Darius Morris,0.2,0.9,0.0,0.7,0.4,1.3,0.0
Darius Morris,2013-14,3.0,1.6,1.6,0.0,0.6,MEM,23.0,5,0,66,0.375,0.286,1,3,0.333,Darius Morris,1.2,0.6,0.4,1.4,1.2,3.2,0.8
Darius Morris,2013-14,3.96,0.96,1.63,0.0,0.48,TOT,23.0,27,0,313,0.406,0.316,17,26,0.654,Darius Morris,1.0,1.2,0.44,1.41,1.44,3.56,0.26
Darius Morris,2014-15,2.18,0.71,1.26,0.0,0.24,BKN,24.0,38,0,299,0.34,0.212,4,9,0.444,Darius Morris,0.55,0.5,0.18,0.87,0.95,2.79,0.18
Jaylen Morris,2017-18,4.67,2.67,1.17,0.17,0.33,ATL,22.0,6,0,98,0.406,0.2,0,0,0.0,Jaylen Morris,1.0,0.3,0.33,1.67,2.17,5.33,0.33
Jaylen Morris,2018-19,2.5,1.25,1.0,0.0,0.5,MIL,23.0,4,0,29,0.4,0.333,1,2,0.5,Jaylen Morris,0.25,0.2,0.25,0.75,1.0,2.5,0.0
Jaylen Morris,2021-22,0.67,0.67,0.67,0.0,0.0,SAS,26.0,3,0,16,0.0,0.0,2,4,0.5,Jaylen Morris,0.33,0.7,0.0,0.67,0.0,2.0,0.0
Markieff Morris,2011-12,7.41,4.43,1.03,0.67,0.65,PHX,22.0,63,7,1227,0.399,0.347,76,106,0.717,Markieff Morris,1.11,2.8,0.68,1.97,2.76,6.92,1.1
Markieff Morris,2012-13,8.17,4.83,1.32,0.78,0.94,PHX,23.0,82,32,1837,0.407,0.336,93,127,0.732,Markieff Morris,1.27,2.5,0.55,1.63,3.24,7.96,1.6
Markieff Morris,2013-14,13.77,5.99,1.78,0.63,0.84,PHX,24.0,81,0,2153,0.486,0.315,259,327,0.792,Markieff Morris,1.81,2.9,0.42,1.33,5.07,10.43,1.72
Markieff Morris,2014-15,15.34,6.17,2.34,0.48,1.23,PHX,25.0,82,82,2581,0.465,0.318,177,232,0.763,Markieff Morris,2.07,3.0,0.7,2.18,6.24,13.41,1.34
Markieff Morris,2015-16,11.62,5.24,2.35,0.46,0.89,PHX,26.0,37,24,917,0.397,0.289,66,92,0.717,Markieff Morris,2.43,2.8,0.59,2.05,4.62,11.65,1.16
Markieff Morris,2015-16,12.41,5.85,1.37,0.63,0.93,WAS,26.0,27,21,712,0.467,0.316,42,55,0.764,Markieff Morris,1.67,3.0,0.93,2.93,4.96,10.63,1.11
Markieff Morris,2015-16,11.95,5.5,1.94,0.53,0.91,TOT,26.0,64,45,1629,0.425,0.303,108,147,0.735,Markieff Morris,2.11,2.9,0.73,2.42,4.77,11.22,1.14
Markieff Morris,2016-17,13.99,6.49,1.66,0.55,1.08,WAS,27.0,76,76,2374,0.457,0.362,180,215,0.837,Markieff Morris,1.7,3.3,0.93,2.58,5.34,11.7,1.41
Markieff Morris,2017-18,11.52,5.6,1.95,0.52,0.77,WAS,28.0,73,73,1968,0.48,0.367,105,128,0.82,Markieff Morris,1.74,3.0,1.04,2.84,4.52,9.41,1.03
Markieff Morris,2018-19,11.5,5.12,1.76,0.59,0.74,WAS,29.0,34,15,883,0.436,0.333,57,73,0.781,Markieff Morris,1.38,3.4,1.41,4.24,4.21,9.65,1.21
Markieff Morris,2018-19,6.5,3.79,0.79,0.08,0.46,OKC,29.0,24,1,387,0.391,0.339,14,19,0.737,Markieff Morris,0.29,2.4,0.83,2.46,2.54,6.5,0.83
Markieff Morris,2018-19,9.43,4.57,1.36,0.38,0.62,TOT,29.0,58,16,1271,0.421,0.335,71,92,0.772,Markieff Morris,0.93,3.0,1.17,3.5,3.52,8.34,1.05
Markieff Morris,2019-20,11.05,3.93,1.57,0.25,0.59,DET,30.0,44,16,988,0.45,0.397,61,79,0.772,Markieff Morris,1.59,2.4,1.7,4.3,3.98,8.84,0.55
Markieff Morris,2019-20,5.29,3.21,0.57,0.43,0.36,LAL,30.0,14,1,199,0.406,0.333,5,6,0.833,Markieff Morris,0.43,2.1,0.93,2.79,2.0,4.93,1.14
Markieff Morris,2019-20,9.66,3.76,1.33,0.29,0.53,TOT,30.0,58,17,1188,0.443,0.386,66,85,0.776,Markieff Morris,1.31,2.3,1.52,3.93,3.5,7.9,0.69
Markieff Morris,2020-21,6.67,4.36,1.2,0.31,0.36,LAL,31.0,61,27,1200,0.405,0.311,36,50,0.72,Markieff Morris,0.89,1.7,1.07,3.43,2.51,6.2,0.79
Markieff Morris,2021-22,7.59,2.65,1.35,0.06,0.35,MIA,32.0,17,1,298,0.474,0.333,8,9,0.889,Markieff Morris,1.18,1.9,0.76,2.29,3.18,6.71,1.0
Markieff Morris,2022-23,3.56,2.19,0.93,0.19,0.3,BKN,33.0,27,1,285,0.402,0.408,10,10,1.0,Markieff Morris,0.52,1.2,0.74,1.81,1.22,3.04,0.48
Markieff Morris,2022-23,4.5,1.5,0.75,0.0,0.12,DAL,33.0,8,1,70,0.424,0.364,0,0,0.0,Markieff Morris,0.5,1.9,1.0,2.75,1.75,4.12,0.0
Markieff Morris,2022-23,3.77,2.03,0.89,0.14,0.26,TOT,33.0,35,2,355,0.409,0.394,10,10,1.0,Markieff Morris,0.51,1.4,0.8,2.03,1.34,3.29,0.37
Markieff Morris,2023-24,2.54,1.5,0.62,0.12,0.19,DAL,34.0,26,1,216,0.338,0.357,5,6,0.833,Markieff Morris,0.46,0.5,0.58,1.62,0.88,2.62,0.15
Markieff Morris,2024-25,1.71,1.14,0.57,0.14,0.14,DAL,35.0,7,0,41,0.227,0.154,0,0,0.0,Markieff Morris,0.29,0.3,0.29,1.86,0.71,3.14,0.0
Markieff Morris,2024-25,5.5,1.88,2.12,0.25,0.12,LAL,35.0,8,2,124,0.333,0.304,5,6,0.833,Markieff Morris,0.38,1.8,0.88,2.88,2.0,6.0,0.38
Markieff Morris,2024-25,3.73,1.53,1.4,0.2,0.13,TOT,35.0,15,2,164,0.3,0.25,5,6,0.833,Markieff Morris,0.33,1.1,0.6,2.4,1.4,4.67,0.2
Monté Morris,2017-18,3.33,0.67,2.33,0.0,1.0,DEN,23.0,3,0,25,0.667,0.0,2,2,1.0,Monté Morris,0.33,0.3,0.0,0.33,1.33,2.0,0.0
Monté Morris,2018-19,10.38,2.37,3.62,0.05,0.89,DEN,24.0,82,6,1970,0.493,0.414,65,81,0.802,Monté Morris,0.63,1.2,1.15,2.77,4.22,8.56,0.43
Monté Morris,2019-20,9.04,1.88,3.49,0.23,0.75,DEN,25.0,73,12,1637,0.459,0.378,75,89,0.843,Monté Morris,0.73,1.0,0.89,2.36,3.56,7.75,0.33
Monté Morris,2020-21,10.23,2.04,3.19,0.28,0.72,DEN,26.0,47,13,1196,0.481,0.381,58,73,0.795,Monté Morris,0.72,1.0,1.09,2.85,3.96,8.23,0.23
Monté Morris,2021-22,12.6,3.01,4.44,0.19,0.75,DEN,27.0,75,74,2239,0.484,0.395,73,84,0.869,Monté Morris,1.04,1.2,1.65,4.19,4.99,10.31,0.36
Monté Morris,2022-23,10.26,3.39,5.26,0.21,0.69,WAS,28.0,62,61,1696,0.48,0.382,64,77,0.831,Monté Morris,0.97,1.2,1.26,3.29,3.98,8.31,0.42
Monté Morris,2023-24,4.5,2.0,1.33,0.17,0.17,DET,29.0,6,0,68,0.364,0.182,1,2,0.5,Monté Morris,0.33,0.2,0.33,1.83,2.0,5.5,0.33
Monté Morris,2023-24,5.07,1.67,2.26,0.3,0.67,MIN,29.0,27,0,408,0.417,0.424,12,17,0.706,Monté Morris,0.19,0.5,0.93,2.19,1.85,4.44,0.19
Monté Morris,2023-24,4.97,1.73,2.09,0.27,0.58,TOT,29.0,33,0,476,0.405,0.386,13,19,0.684,Monté Morris,0.21,0.4,0.82,2.12,1.88,4.64,0.21
Monté Morris,2024-25,5.18,1.49,1.62,0.07,0.44,PHX,30.0,45,0,571,0.426,0.36,36,42,0.857,Monté Morris,0.47,0.5,0.69,1.91,1.84,4.33,0.27
Monté Morris,2025-26,4.33,1.67,2.33,0.33,0.33,IND,30.0,3,0,48,0.333,0.333,1,2,0.5,Monté Morris,0.33,1.0,0.67,2.0,1.67,5.0,0.0
Randolph Morris,2006-07,0.8,1.8,0.2,0.2,0.4,NYK,21.0,5,0,44,0.167,0.0,2,6,0.333,Randolph Morris,0.4,0.8,0.0,0.0,0.2,1.2,0.2
Randolph Morris,2007-08,3.11,2.06,0.11,0.11,0.22,NYK,22.0,18,2,181,0.362,0.0,14,29,0.483,Randolph Morris,0.5,2.1,0.0,0.0,1.17,3.22,0.67
Randolph Morris,2008-09,0.78,0.87,0.09,0.04,0.09,ATL,23.0,23,0,89,0.412,0.0,4,4,1.0,Randolph Morris,0.3,1.1,0.0,0.0,0.3,0.74,0.17
Randolph Morris,2009-10,2.21,1.36,0.07,0.11,0.18,ATL,24.0,28,0,124,0.561,0.0,16,27,0.593,Randolph Morris,0.43,1.2,0.0,0.0,0.82,1.46,0.36
Terence Morris,2001-02,3.75,3.1,0.94,0.4,0.31,HOU,23.0,68,12,1110,0.384,0.192,18,28,0.643,Terence Morris,0.66,1.1,0.22,1.15,1.63,4.25,1.13
Terence Morris,2002-03,3.71,2.61,0.51,0.35,0.16,HOU,24.0,49,0,632,0.466,0.219,11,14,0.786,Terence Morris,0.59,0.7,0.14,0.65,1.67,3.59,0.82
Terence Morris,2005-06,1.59,1.73,0.18,0.23,0.27,ORL,27.0,22,0,192,0.327,0.0,3,3,1.0,Terence Morris,0.32,0.9,0.0,0.09,0.73,2.23,0.27
Marcus Morris Sr.,2011-12,2.35,0.94,0.18,0.12,0.12,HOU,22.0,17,0,126,0.296,0.118,6,8,0.75,Marcus Morris Sr.,0.24,0.7,0.12,1.0,0.94,3.18,0.29
Marcus Morris Sr.,2012-13,8.61,4.06,0.87,0.3,0.5,HOU,23.0,54,17,1154,0.427,0.381,49,75,0.653,Marcus Morris Sr.,0.98,2.2,1.37,3.59,3.17,7.41,1.17
Marcus Morris Sr.,2012-13,5.7,2.52,0.65,0.17,0.78,PHX,23.0,23,6,370,0.405,0.308,17,42,0.405,Marcus Morris Sr.,1.04,1.7,0.52,1.7,2.22,5.48,0.74
Marcus Morris Sr.,2012-13,7.74,3.6,0.81,0.26,0.58,TOT,23.0,77,23,1524,0.422,0.369,66,117,0.564,Marcus Morris Sr.,1.0,2.1,1.12,3.03,2.88,6.83,1.04
Marcus Morris Sr.,2013-14,9.71,3.89,1.07,0.22,0.88,PHX,24.0,82,1,1800,0.442,0.381,121,159,0.761,Marcus Morris Sr.,1.16,1.9,1.21,3.17,3.51,7.94,1.02
Marcus Morris Sr.,2014-15,10.43,4.75,1.64,0.2,0.78,PHX,25.0,81,35,2045,0.434,0.358,71,113,0.628,Marcus Morris Sr.,0.9,2.3,1.38,3.86,4.09,9.42,0.9
Marcus Morris Sr.,2015-16,14.14,5.05,2.51,0.29,0.84,DET,26.0,80,80,2856,0.434,0.362,203,271,0.749,Marcus Morris Sr.,1.75,2.1,1.35,3.72,5.12,11.81,1.14
Marcus Morris Sr.,2016-17,13.99,4.63,2.03,0.32,0.66,DET,27.0,79,79,2565,0.418,0.331,145,185,0.784,Marcus Morris Sr.,1.1,2.1,1.49,4.52,5.33,12.75,0.97
Marcus Morris Sr.,2017-18,13.59,5.35,1.33,0.22,0.65,BOS,28.0,54,21,1442,0.429,0.368,124,154,0.805,Marcus Morris Sr.,1.2,1.9,1.59,4.33,4.85,11.31,0.8
Marcus Morris Sr.,2018-19,13.95,6.11,1.45,0.33,0.57,BOS,29.0,75,53,2091,0.447,0.375,146,173,0.844,Marcus Morris Sr.,1.23,2.4,1.95,5.19,5.03,11.25,1.01
Marcus Morris Sr.,2019-20,19.56,5.42,1.37,0.4,0.79,NYK,30.0,43,43,1387,0.442,0.439,163,198,0.823,Marcus Morris Sr.,1.7,3.0,2.7,6.14,6.53,14.79,1.12
Marcus Morris Sr.,2019-20,10.11,4.11,1.42,0.68,0.68,LAC,30.0,19,19,549,0.425,0.31,18,22,0.818,Marcus Morris Sr.,1.26,2.7,1.37,4.42,3.89,9.16,0.58
Marcus Morris Sr.,2019-20,16.66,5.02,1.39,0.48,0.76,TOT,30.0,62,62,1936,0.438,0.408,181,220,0.823,Marcus Morris Sr.,1.56,2.9,2.29,5.61,5.73,13.06,0.95
Marcus Morris Sr.,2020-21,13.42,4.11,1.02,0.26,0.6,LAC,31.0,57,29,1502,0.473,0.473,73,89,0.82,Marcus Morris Sr.,1.0,2.1,2.46,5.19,4.84,10.25,0.61
Marcus Morris Sr.,2021-22,15.37,4.43,2.09,0.33,0.52,LAC,32.0,54,54,1564,0.434,0.367,129,148,0.872,Marcus Morris Sr.,1.28,2.1,1.87,5.09,5.56,12.8,0.48
