Player,SEASON_ID,PPG,RPG,APG,BPG,SPG,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FG_PCT,FG3_PCT,FTM,FTA,FT_PCT,Player,TOVPG,PFPG,FG3MPG,FG3APG,FGMPG,FGAPG,OREBPG
Mo Bamba,2018-19,6.21,4.96,0.83,1.36,0.28,ORL,21.0,47,1,766,0.481,0.3,37,63,0.587,Mo Bamba,0.91,2.2,0.45,1.49,2.49,5.17,1.36
Mo Bamba,2019-20,5.35,4.87,0.68,1.39,0.37,ORL,22.0,62,0,878,0.462,0.346,31,46,0.674,Mo Bamba,0.68,1.9,0.6,1.73,2.13,4.61,1.61
Mo Bamba,2020-21,7.98,5.76,0.76,1.26,0.3,ORL,23.0,46,5,725,0.472,0.322,45,66,0.682,Mo Bamba,0.78,1.9,0.83,2.57,3.09,6.54,1.65
Mo Bamba,2021-22,10.65,8.06,1.2,1.66,0.54,ORL,24.0,71,69,1824,0.48,0.381,57,73,0.781,Mo Bamba,1.08,2.6,1.51,3.96,4.17,8.69,2.08
Mo Bamba,2022-23,7.25,4.6,1.05,0.95,0.3,ORL,25.0,40,6,681,0.495,0.398,35,51,0.686,Mo Bamba,0.55,2.2,1.08,2.7,2.65,5.35,1.18
Mo Bamba,2022-23,3.67,4.56,0.44,0.56,0.11,LAL,25.0,9,1,88,0.407,0.313,6,11,0.545,Mo Bamba,0.89,2.1,0.56,1.78,1.22,3.0,1.22
Mo Bamba,2022-23,6.59,4.59,0.94,0.88,0.27,TOT,25.0,49,7,768,0.485,0.387,41,62,0.661,Mo Bamba,0.61,2.1,0.98,2.53,2.39,4.92,1.18
Mo Bamba,2023-24,4.44,4.18,0.72,1.05,0.39,PHI,26.0,57,17,740,0.49,0.391,34,50,0.68,Mo Bamba,0.68,1.8,0.44,1.12,1.7,3.47,1.35
Mo Bamba,2024-25,4.57,4.29,0.57,1.0,0.32,LAC,27.0,28,2,352,0.466,0.3,17,25,0.68,Mo Bamba,0.68,1.8,0.54,1.79,1.71,3.68,0.93
Mo Bamba,2024-25,2.5,6.25,0.5,0.75,0.0,NOP,27.0,4,0,61,0.444,0.0,2,2,1.0,Mo Bamba,0.25,1.8,0.0,1.0,1.0,2.25,1.5
Mo Bamba,2024-25,4.31,4.53,0.56,0.97,0.28,TOT,27.0,32,2,413,0.464,0.278,19,27,0.704,Mo Bamba,0.62,1.8,0.47,1.69,1.62,3.5,1.0
Paolo Banchero,2022-23,19.96,6.9,3.74,0.54,0.83,ORL,20.0,72,72,2430,0.427,0.298,394,534,0.738,Paolo Banchero,2.78,2.2,1.18,3.96,6.65,15.58,1.17
Paolo Banchero,2023-24,22.55,6.92,5.39,0.59,0.89,ORL,21.0,80,80,2799,0.455,0.339,405,559,0.725,Paolo Banchero,3.09,1.9,1.49,4.39,8.0,17.59,1.02
Paolo Banchero,2024-25,25.89,7.5,4.76,0.61,0.78,ORL,22.0,46,46,1582,0.452,0.32,280,385,0.727,Paolo Banchero,2.96,2.1,1.89,5.91,8.96,19.8,1.11
Paolo Banchero,2025-26,23.27,9.09,4.27,0.91,0.73,ORL,22.0,11,11,381,0.466,0.25,83,109,0.761,Paolo Banchero,2.82,2.6,1.0,4.0,7.36,15.82,0.91
Desmond Bane,2020-21,9.19,3.09,1.74,0.24,0.6,MEM,23.0,68,17,1519,0.469,0.432,40,49,0.816,Desmond Bane,0.87,1.8,1.72,3.99,3.44,7.34,0.46
Desmond Bane,2021-22,18.21,4.39,2.74,0.38,1.21,MEM,24.0,76,76,2266,0.461,0.436,140,155,0.903,Desmond Bane,1.46,2.6,3.0,6.88,6.68,14.49,0.61
Desmond Bane,2022-23,21.5,5.02,4.38,0.38,0.97,MEM,25.0,58,58,1841,0.479,0.408,181,205,0.883,Desmond Bane,2.17,2.6,2.86,7.02,7.76,16.19,0.74
Desmond Bane,2023-24,23.74,4.4,5.48,0.52,1.02,MEM,26.0,42,42,1443,0.464,0.381,140,161,0.87,Desmond Bane,2.67,2.9,3.26,8.57,8.57,18.48,0.86
Desmond Bane,2024-25,19.23,6.06,5.35,0.41,1.16,MEM,27.0,69,68,2205,0.484,0.392,177,198,0.894,Desmond Bane,2.45,2.4,2.38,6.06,7.14,14.75,0.9
Desmond Bane,2025-26,14.91,4.09,4.36,0.36,0.45,ORL,27.0,11,11,337,0.437,0.277,27,31,0.871,Desmond Bane,2.18,3.5,1.18,4.27,5.64,12.91,1.09
Marcus Banks,2003-04,5.93,1.64,2.16,0.16,1.09,BOS,22.0,81,2,1383,0.4,0.314,99,131,0.756,Marcus Banks,1.54,2.1,0.33,1.06,2.19,5.46,0.37
Marcus Banks,2004-05,4.59,1.56,1.91,0.16,0.78,BOS,23.0,81,2,1144,0.402,0.356,121,163,0.742,Marcus Banks,0.98,1.8,0.26,0.73,1.42,3.53,0.36
Marcus Banks,2005-06,5.5,1.06,1.78,0.0,0.39,BOS,24.0,18,1,269,0.413,0.316,27,30,0.9,Marcus Banks,1.28,2.1,0.33,1.06,1.83,4.44,0.22
Marcus Banks,2005-06,11.98,2.9,4.7,0.28,1.18,MIN,24.0,40,28,1228,0.479,0.364,91,117,0.778,Marcus Banks,2.4,3.1,0.4,1.1,4.65,9.7,0.48
Marcus Banks,2005-06,9.97,2.33,3.79,0.19,0.93,TOT,24.0,58,29,1496,0.468,0.349,118,147,0.803,Marcus Banks,2.05,2.8,0.38,1.09,3.78,8.07,0.4
Marcus Banks,2006-07,4.91,0.84,1.33,0.07,0.51,PHX,25.0,45,1,503,0.429,0.172,48,60,0.8,Marcus Banks,0.89,1.6,0.11,0.64,1.87,4.36,0.22
Marcus Banks,2007-08,5.21,0.83,1.04,0.33,0.33,PHX,26.0,24,1,310,0.404,0.385,12,16,0.75,Marcus Banks,0.67,1.6,1.04,2.71,1.83,4.54,0.12
Marcus Banks,2007-08,9.5,2.08,3.0,0.42,0.5,MIA,26.0,12,2,259,0.512,0.405,15,19,0.789,Marcus Banks,1.75,2.2,1.25,3.08,3.5,6.83,0.08
Marcus Banks,2007-08,6.64,1.25,1.69,0.36,0.39,TOT,26.0,36,3,569,0.45,0.392,27,35,0.771,Marcus Banks,1.03,1.8,1.11,2.83,2.39,5.31,0.11
Marcus Banks,2008-09,2.62,0.94,1.38,0.12,0.62,MIA,27.0,16,0,166,0.385,0.143,10,15,0.667,Marcus Banks,0.69,1.3,0.12,0.88,0.94,2.44,0.0
Marcus Banks,2008-09,2.33,0.5,1.0,0.0,0.17,TOR,27.0,6,0,40,0.333,0.2,1,3,0.333,Marcus Banks,0.5,0.8,0.17,0.83,1.0,3.0,0.17
Marcus Banks,2008-09,2.55,0.82,1.27,0.09,0.5,TOT,27.0,22,0,206,0.368,0.158,11,18,0.611,Marcus Banks,0.64,1.2,0.14,0.86,0.95,2.59,0.05
Marcus Banks,2009-10,4.95,1.05,1.18,0.09,0.55,TOR,28.0,22,0,244,0.534,0.292,24,29,0.828,Marcus Banks,0.91,1.4,0.32,1.09,1.77,3.32,0.14
Marcus Banks,2010-11,2.0,0.33,1.0,0.0,0.33,TOR,29.0,3,0,22,0.0,0.0,6,8,0.75,Marcus Banks,0.67,1.3,0.0,0.0,0.0,0.67,0.0
Dalano Banton,2021-22,3.2,1.94,1.55,0.16,0.44,TOR,22.0,64,1,696,0.411,0.255,26,44,0.591,Dalano Banton,0.83,1.1,0.2,0.8,1.3,3.16,0.59
Dalano Banton,2022-23,4.58,1.45,1.16,0.42,0.42,TOR,23.0,31,2,279,0.423,0.294,17,24,0.708,Dalano Banton,0.58,1.1,0.48,1.65,1.77,4.19,0.35
Dalano Banton,2023-24,2.33,1.46,0.79,0.12,0.21,BOS,24.0,24,1,171,0.373,0.125,16,20,0.8,Dalano Banton,0.42,0.8,0.08,0.67,0.79,2.12,0.5
Dalano Banton,2023-24,16.7,4.77,3.6,0.57,0.93,POR,24.0,30,8,876,0.408,0.311,78,100,0.78,Dalano Banton,2.23,1.5,1.9,6.1,6.1,14.97,0.97
Dalano Banton,2023-24,10.31,3.3,2.35,0.37,0.61,TOT,24.0,54,9,1047,0.404,0.296,94,120,0.783,Dalano Banton,1.43,1.2,1.09,3.69,3.74,9.26,0.76
Dalano Banton,2024-25,8.34,2.01,2.39,0.51,0.64,POR,25.0,67,7,1120,0.391,0.324,91,125,0.728,Dalano Banton,1.28,0.9,1.07,3.31,2.96,7.57,0.45
Leandro Barbosa,2003-04,7.86,1.76,2.36,0.1,1.33,PHX,21.0,70,46,1499,0.447,0.395,47,61,0.77,Leandro Barbosa,1.71,2.6,1.19,3.0,3.0,6.71,0.33
Leandro Barbosa,2004-05,7.02,2.06,2.0,0.11,0.48,PHX,22.0,63,6,1086,0.475,0.367,55,69,0.797,Leandro Barbosa,1.38,2.0,0.81,2.21,2.67,5.62,0.51
Leandro Barbosa,2005-06,13.05,2.63,2.77,0.11,0.84,PHX,23.0,57,11,1592,0.481,0.444,111,147,0.755,Leandro Barbosa,1.56,2.5,1.53,3.44,4.79,9.95,0.54
Leandro Barbosa,2006-07,18.05,2.68,3.96,0.19,1.2,PHX,24.0,80,18,2613,0.476,0.434,196,232,0.845,Leandro Barbosa,1.82,2.6,2.38,5.48,6.61,13.89,0.28
Leandro Barbosa,2007-08,15.65,2.82,2.63,0.22,0.91,PHX,25.0,82,12,2421,0.462,0.389,175,213,0.822,Leandro Barbosa,1.43,2.4,2.0,5.15,5.76,12.45,0.49
Leandro Barbosa,2008-09,14.19,2.59,2.31,0.1,1.17,PHX,26.0,70,11,1705,0.482,0.375,171,194,0.881,Leandro Barbosa,1.33,1.6,1.29,3.43,5.23,10.84,0.49
Leandro Barbosa,2009-10,9.5,1.57,1.45,0.27,0.52,PHX,27.0,44,5,786,0.425,0.324,64,73,0.877,Leandro Barbosa,1.05,1.6,1.0,3.09,3.52,8.3,0.25
Leandro Barbosa,2010-11,13.26,1.71,2.05,0.1,0.86,TOR,28.0,58,0,1395,0.45,0.338,109,137,0.796,Leandro Barbosa,1.45,1.9,1.24,3.67,5.07,11.26,0.24
Leandro Barbosa,2011-12,12.19,1.88,1.5,0.17,0.86,TOR,29.0,42,0,946,0.436,0.36,76,91,0.835,Leandro Barbosa,1.62,2.4,0.95,2.64,4.71,10.81,0.5
Leandro Barbosa,2011-12,8.91,2.23,1.5,0.0,0.91,IND,29.0,22,0,436,0.399,0.424,25,33,0.758,Leandro Barbosa,1.18,1.5,1.14,2.68,3.32,8.32,0.55
Leandro Barbosa,2011-12,11.06,2.0,1.5,0.11,0.88,TOT,29.0,64,0,1382,0.425,0.382,101,124,0.815,Leandro Barbosa,1.47,2.1,1.02,2.66,4.23,9.95,0.52
Leandro Barbosa,2012-13,5.24,1.12,1.41,0.15,0.41,BOS,30.0,41,2,513,0.43,0.383,31,41,0.756,Leandro Barbosa,0.51,1.2,0.44,1.15,2.02,4.71,0.2
Leandro Barbosa,2013-14,7.5,1.85,1.6,0.2,0.35,PHX,31.0,20,0,368,0.427,0.28,31,39,0.795,Leandro Barbosa,0.95,1.5,0.35,1.25,2.8,6.55,0.25
Leandro Barbosa,2014-15,7.08,1.38,1.5,0.12,0.62,GSW,32.0,66,1,982,0.474,0.384,58,74,0.784,Leandro Barbosa,0.67,1.3,0.65,1.7,2.77,5.85,0.35
Leandro Barbosa,2015-16,6.37,1.72,1.21,0.15,0.65,GSW,33.0,68,0,1079,0.462,0.355,52,62,0.839,Leandro Barbosa,0.78,1.6,0.57,1.62,2.51,5.44,0.41
Leandro Barbosa,2016-17,6.25,1.55,1.21,0.12,0.46,PHX,34.0,67,0,963,0.439,0.357,40,45,0.889,Leandro Barbosa,0.72,1.2,0.52,1.46,2.57,5.85,0.22
J.J. Barea,2006-07,2.36,0.76,0.73,0.03,0.03,DAL,23.0,33,1,191,0.359,0.286,16,24,0.667,J.J. Barea,0.42,0.6,0.18,0.64,0.85,2.36,0.21
J.J. Barea,2007-08,4.34,1.07,1.32,0.02,0.32,DAL,24.0,44,9,460,0.418,0.389,28,35,0.8,J.J. Barea,0.8,1.1,0.48,1.23,1.61,3.86,0.09
J.J. Barea,2008-09,7.81,2.24,3.41,0.06,0.47,DAL,25.0,79,15,1600,0.442,0.357,70,93,0.753,J.J. Barea,1.33,1.5,0.7,1.95,3.11,7.05,0.46
J.J. Barea,2009-10,7.64,1.87,3.31,0.08,0.45,DAL,26.0,78,18,1546,0.44,0.357,76,90,0.844,J.J. Barea,1.31,1.5,0.72,2.01,2.97,6.76,0.22
J.J. Barea,2010-11,9.49,1.96,3.91,0.01,0.37,DAL,27.0,81,2,1669,0.439,0.349,133,157,0.847,J.J. Barea,1.68,1.7,0.81,2.33,3.52,8.01,0.36
J.J. Barea,2011-12,11.29,2.78,5.66,0.0,0.51,MIN,28.0,41,11,1032,0.4,0.371,76,98,0.776,J.J. Barea,2.51,1.5,1.29,3.49,4.07,10.2,0.34
J.J. Barea,2012-13,11.27,2.8,3.97,0.0,0.43,MIN,29.0,74,2,1713,0.417,0.346,105,134,0.784,J.J. Barea,1.96,1.8,1.31,3.78,4.27,10.24,0.46
J.J. Barea,2013-14,8.35,1.95,3.84,0.0,0.33,MIN,30.0,79,1,1471,0.387,0.316,79,100,0.79,J.J. Barea,1.58,1.6,0.92,2.92,3.22,8.3,0.2
J.J. Barea,2014-15,7.53,1.74,3.42,0.01,0.43,DAL,31.0,77,10,1362,0.42,0.323,76,94,0.809,J.J. Barea,0.91,1.4,0.7,2.17,2.92,6.96,0.3
J.J. Barea,2015-16,10.92,2.05,4.08,0.03,0.35,DAL,32.0,74,16,1667,0.446,0.385,74,96,0.771,J.J. Barea,1.53,1.5,1.35,3.51,4.28,9.61,0.35
J.J. Barea,2016-17,10.89,2.4,5.51,0.03,0.4,DAL,33.0,35,6,771,0.414,0.358,44,51,0.863,J.J. Barea,1.8,0.9,1.51,4.23,4.06,9.8,0.26
J.J. Barea,2017-18,11.61,2.91,6.29,0.04,0.51,DAL,34.0,69,11,1603,0.439,0.367,80,102,0.784,J.J. Barea,2.07,1.2,1.67,4.54,4.39,10.0,0.22
J.J. Barea,2018-19,10.92,2.5,5.55,0.03,0.58,DAL,35.0,38,0,752,0.418,0.297,55,78,0.705,J.J. Barea,1.89,1.3,1.0,3.37,4.24,10.13,0.34
J.J. Barea,2019-20,7.66,1.83,3.86,0.07,0.17,DAL,36.0,29,6,450,0.411,0.376,20,22,0.909,J.J. Barea,1.31,0.9,1.1,2.93,2.93,7.14,0.34
Andrea Bargnani,2006-07,11.55,3.92,0.77,0.82,0.49,TOR,21.0,65,2,1629,0.427,0.373,117,142,0.824,Andrea Bargnani,1.65,2.8,1.54,4.12,4.11,9.62,0.8
Andrea Bargnani,2007-08,10.15,3.69,1.14,0.47,0.29,TOR,22.0,78,53,1861,0.386,0.345,142,169,0.84,Andrea Bargnani,1.13,2.7,1.15,3.35,3.59,9.29,0.64
Andrea Bargnani,2008-09,15.41,5.33,1.21,1.24,0.44,TOR,23.0,78,59,2453,0.45,0.409,221,266,0.831,Andrea Bargnani,1.73,3.1,1.53,3.73,5.53,12.28,0.9
Andrea Bargnani,2009-10,17.2,6.16,1.16,1.39,0.31,TOR,24.0,80,80,2799,0.47,0.372,181,234,0.774,Andrea Bargnani,1.5,2.7,1.51,4.06,6.71,14.29,1.31
Andrea Bargnani,2010-11,21.42,5.2,1.8,0.7,0.52,TOR,25.0,66,66,2353,0.448,0.345,287,350,0.82,Andrea Bargnani,2.3,2.4,1.17,3.38,7.95,17.77,1.12
Andrea Bargnani,2011-12,19.45,5.55,1.97,0.48,0.58,TOR,26.0,31,31,1032,0.432,0.296,151,173,0.873,Andrea Bargnani,2.23,1.7,1.1,3.71,6.74,15.61,0.77
Andrea Bargnani,2012-13,12.66,3.66,1.09,0.66,0.6,TOR,27.0,35,25,1003,0.399,0.309,65,77,0.844,Andrea Bargnani,1.54,1.8,1.09,3.51,4.86,12.17,0.74
Andrea Bargnani,2013-14,13.29,5.29,1.07,1.24,0.33,NYK,28.0,42,39,1257,0.442,0.278,84,102,0.824,Andrea Bargnani,1.38,2.4,0.71,2.57,5.29,11.95,1.64
Andrea Bargnani,2014-15,14.83,4.38,1.59,0.93,0.07,NYK,29.0,29,22,785,0.454,0.366,87,107,0.813,Andrea Bargnani,1.45,1.8,0.52,1.41,5.66,12.45,1.1
Andrea Bargnani,2015-16,6.61,2.11,0.39,0.2,0.09,BKN,30.0,46,0,634,0.455,0.188,47,57,0.825,Andrea Bargnani,0.57,1.3,0.07,0.35,2.76,6.07,0.61
Erick Barkley,2000-01,2.38,0.38,0.75,0.0,0.25,POR,23.0,8,0,38,0.364,0.375,0,0,0.0,Erick Barkley,0.62,0.2,0.38,1.0,1.0,2.75,0.0
Erick Barkley,2001-02,3.05,0.95,1.79,0.05,0.89,POR,24.0,19,4,226,0.353,0.143,9,10,0.9,Erick Barkley,0.63,1.5,0.05,0.37,1.26,3.58,0.26
Dominick Barlow,2022-23,3.93,3.64,0.86,0.68,0.36,SAS,20.0,28,0,408,0.535,0.0,18,25,0.72,Dominick Barlow,0.54,2.0,0.0,0.14,1.64,3.07,1.64
Dominick Barlow,2023-24,4.36,3.42,1.09,0.42,0.36,SAS,21.0,33,1,420,0.496,0.333,29,42,0.69,Dominick Barlow,0.27,1.4,0.09,0.27,1.7,3.42,1.36
Dominick Barlow,2024-25,4.23,2.43,0.54,0.46,0.26,ATL,22.0,35,4,375,0.531,0.259,21,33,0.636,Dominick Barlow,0.14,1.3,0.2,0.77,1.71,3.23,1.0
Dominick Barlow,2025-26,7.5,6.0,2.5,0.5,0.0,PHI,22.0,2,2,50,0.5,0.0,5,6,0.833,Dominick Barlow,1.5,2.0,0.0,2.0,2.5,5.0,3.0
Harrison Barnes,2012-13,9.23,4.11,1.21,0.17,0.64,GSW,21.0,81,81,2058,0.439,0.359,144,190,0.758,Harrison Barnes,1.25,1.7,0.64,1.79,3.41,7.75,0.65
Harrison Barnes,2013-14,9.46,3.99,1.49,0.26,0.83,GSW,22.0,78,24,2204,0.399,0.347,130,181,0.718,Harrison Barnes,1.08,2.0,0.85,2.44,3.47,8.71,0.85
Harrison Barnes,2014-15,10.09,5.52,1.41,0.23,0.74,GSW,23.0,82,82,2318,0.482,0.405,108,150,0.72,Harrison Barnes,0.87,1.8,1.06,2.62,3.85,8.0,1.43
Harrison Barnes,2015-16,11.73,4.92,1.77,0.15,0.62,GSW,24.0,66,59,2042,0.466,0.383,102,134,0.761,Harrison Barnes,0.86,2.1,1.24,3.24,4.47,9.59,1.17
Harrison Barnes,2016-17,19.22,4.99,1.47,0.19,0.82,DAL,25.0,79,79,2804,0.468,0.351,242,281,0.861,Harrison Barnes,1.29,1.6,0.99,2.81,7.58,16.2,1.18
Harrison Barnes,2017-18,18.86,6.08,1.97,0.18,0.64,DAL,26.0,77,77,2634,0.445,0.357,259,313,0.827,Harrison Barnes,1.53,1.2,1.55,4.32,6.97,15.69,1.0
Harrison Barnes,2018-19,17.67,4.22,1.27,0.22,0.67,DAL,27.0,49,49,1584,0.404,0.389,165,198,0.833,Harrison Barnes,1.39,1.6,2.47,6.35,5.92,14.63,0.73
Harrison Barnes,2018-19,14.25,5.5,1.89,0.07,0.61,SAC,27.0,28,28,949,0.455,0.408,64,80,0.8,Harrison Barnes,1.07,1.5,1.89,4.64,5.04,11.07,0.75
Harrison Barnes,2018-19,16.43,4.69,1.49,0.17,0.65,TOT,27.0,77,77,2533,0.42,0.395,229,278,0.824,Harrison Barnes,1.27,1.6,2.26,5.73,5.6,13.34,0.74
Harrison Barnes,2019-20,14.53,4.93,2.21,0.17,0.6,SAC,28.0,72,72,2482,0.46,0.381,214,267,0.801,Harrison Barnes,1.22,1.3,1.42,3.72,5.07,11.01,1.07
Harrison Barnes,2020-21,16.09,6.64,3.47,0.19,0.74,SAC,29.0,58,58,2102,0.497,0.391,195,235,0.83,Harrison Barnes,1.6,1.3,1.72,4.41,5.5,11.07,1.1
Harrison Barnes,2021-22,16.43,5.61,2.42,0.18,0.69,SAC,30.0,77,77,2587,0.469,0.394,341,413,0.826,Harrison Barnes,1.53,1.2,1.84,4.68,5.08,10.83,1.06
Harrison Barnes,2022-23,15.0,4.46,1.56,0.12,0.7,SAC,31.0,82,82,2662,0.473,0.374,350,413,0.847,Harrison Barnes,1.05,1.3,1.61,4.3,4.56,9.65,1.06
Harrison Barnes,2023-24,12.2,3.04,1.21,0.15,0.66,SAC,32.0,82,82,2381,0.474,0.387,157,196,0.801,Harrison Barnes,0.71,1.2,1.82,4.7,4.23,8.93,0.82
Harrison Barnes,2024-25,12.33,3.78,1.66,0.17,0.48,SAS,33.0,82,82,2230,0.508,0.433,161,199,0.809,Harrison Barnes,0.61,0.9,1.9,4.39,4.23,8.33,1.18
Harrison Barnes,2025-26,11.9,2.8,2.3,0.3,0.8,SAS,33.0,10,10,302,0.549,0.5,16,17,0.941,Harrison Barnes,1.5,2.2,2.5,5.0,3.9,7.1,0.7
Matt Barnes,2003-04,4.5,3.97,1.26,0.08,0.71,LAC,24.0,38,9,724,0.457,0.154,43,61,0.705,Matt Barnes,1.16,2.0,0.05,0.34,1.66,3.63,1.39
Matt Barnes,2004-05,3.81,3.09,1.33,0.16,0.7,SAC,25.0,43,9,714,0.411,0.227,35,58,0.603,Matt Barnes,1.05,1.9,0.12,0.51,1.44,3.51,1.14
Matt Barnes,2005-06,4.33,4.0,1.0,0.0,0.67,NYK,26.0,6,5,93,0.367,0.25,3,4,0.75,Matt Barnes,1.0,1.3,0.17,0.67,1.83,5.0,1.17
Matt Barnes,2005-06,2.98,1.94,0.44,0.14,0.32,PHI,26.0,50,0,538,0.536,0.182,29,43,0.674,Matt Barnes,0.48,1.8,0.04,0.22,1.18,2.2,0.82
Matt Barnes,2005-06,3.12,2.16,0.5,0.12,0.36,TOT,26.0,56,5,631,0.5,0.2,32,47,0.681,Matt Barnes,0.54,1.8,0.05,0.27,1.25,2.5,0.86
Matt Barnes,2006-07,9.82,4.61,2.05,0.54,0.96,GSW,27.0,76,23,1813,0.438,0.366,90,123,0.732,Matt Barnes,1.38,2.5,1.39,3.82,3.62,8.26,1.2
Matt Barnes,2007-08,6.66,4.44,1.9,0.49,0.66,GSW,28.0,73,18,1414,0.423,0.293,59,79,0.747,Matt Barnes,1.16,2.2,0.73,2.48,2.56,6.05,1.29
Matt Barnes,2008-09,10.23,5.47,2.75,0.34,0.68,PHX,29.0,77,40,2082,0.423,0.343,101,136,0.743,Matt Barnes,1.69,2.7,1.52,4.43,3.7,8.75,1.03
Matt Barnes,2009-10,8.84,5.49,1.65,0.37,0.73,ORL,30.0,81,58,2097,0.487,0.319,108,146,0.74,Matt Barnes,1.38,2.3,0.81,2.56,3.35,6.88,1.31
Matt Barnes,2010-11,6.72,4.3,1.34,0.42,0.74,LAL,31.0,53,0,1020,0.47,0.318,60,77,0.779,Matt Barnes,1.09,2.4,0.64,2.02,2.47,5.26,1.38
Matt Barnes,2011-12,7.79,5.46,2.0,0.76,0.56,LAL,32.0,63,16,1440,0.452,0.333,95,128,0.742,Matt Barnes,1.16,2.4,0.73,2.19,2.78,6.14,1.54
