Player,SEASON_ID,PPG,RPG,APG,BPG,SPG,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FG_PCT,FG3_PCT,FTM,FTA,FT_PCT,Player,TOVPG,PFPG,FG3MPG,FG3APG,FGMPG,FGAPG,OREBPG
Royce O'Neale,2017-18,4.97,3.42,1.38,0.23,0.52,UTA,25.0,69,4,1150,0.423,0.356,61,76,0.803,Royce O'Neale,0.8,1.5,0.61,1.71,1.74,4.12,0.36
Royce O'Neale,2018-19,5.2,3.48,1.51,0.29,0.66,UTA,26.0,82,16,1671,0.475,0.386,32,42,0.762,Royce O'Neale,0.85,2.1,0.83,2.15,1.99,4.18,0.27
Royce O'Neale,2019-20,6.34,5.48,2.54,0.45,0.83,UTA,27.0,71,62,2049,0.433,0.377,42,55,0.764,Royce O'Neale,0.86,2.8,1.3,3.44,2.23,5.14,0.38
Royce O'Neale,2020-21,6.99,6.83,2.55,0.45,0.8,UTA,28.0,71,71,2240,0.444,0.385,39,46,0.848,Royce O'Neale,1.17,2.6,1.51,3.92,2.46,5.55,1.24
Royce O'Neale,2021-22,7.4,4.78,2.48,0.42,1.12,UTA,29.0,77,77,2406,0.457,0.389,45,56,0.804,Royce O'Neale,1.03,2.4,1.55,3.97,2.64,5.77,0.83
Royce O'Neale,2022-23,8.83,5.05,3.72,0.64,0.86,BKN,30.0,76,53,2409,0.386,0.389,50,69,0.725,Royce O'Neale,1.5,3.1,2.14,5.51,3.01,7.8,0.72
Royce O'Neale,2023-24,7.43,4.51,2.8,0.59,0.65,BKN,31.0,49,6,1202,0.388,0.366,15,22,0.682,Royce O'Neale,1.04,2.4,1.98,5.41,2.57,6.63,0.78
Royce O'Neale,2023-24,8.13,5.2,2.73,0.5,0.9,PHX,31.0,30,8,752,0.411,0.376,9,13,0.692,Royce O'Neale,0.73,1.8,1.97,5.23,2.93,7.13,0.73
Royce O'Neale,2023-24,7.7,4.77,2.77,0.56,0.75,TOT,31.0,79,14,1954,0.397,0.37,24,35,0.686,Royce O'Neale,0.92,2.2,1.97,5.34,2.71,6.82,0.76
Royce O'Neale,2024-25,9.07,4.65,2.17,0.44,0.89,PHX,32.0,75,22,1837,0.423,0.406,19,26,0.731,Royce O'Neale,0.87,2.0,2.39,5.88,3.21,7.6,0.71
Royce O'Neale,2025-26,12.73,5.64,3.18,0.18,1.45,PHX,32.0,11,7,338,0.462,0.44,2,4,0.5,Royce O'Neale,1.64,2.7,3.64,8.27,4.45,9.64,1.09
Kyle O'Quinn,2012-13,4.07,3.67,0.91,0.46,0.19,ORL,23.0,57,5,638,0.513,0.0,30,45,0.667,Kyle O'Quinn,0.65,1.9,0.0,0.02,1.77,3.46,1.14
Kyle O'Quinn,2013-14,6.22,5.28,1.13,1.28,0.57,ORL,24.0,69,19,1188,0.501,0.0,57,83,0.687,Kyle O'Quinn,1.13,2.4,0.0,0.04,2.7,5.38,1.45
Kyle O'Quinn,2014-15,5.76,3.9,1.16,0.76,0.61,ORL,25.0,51,17,824,0.492,0.279,44,57,0.772,Kyle O'Quinn,1.08,2.2,0.24,0.84,2.33,4.75,0.9
Kyle O'Quinn,2015-16,4.75,3.85,1.11,0.75,0.31,NYK,26.0,65,1,764,0.476,0.227,46,60,0.767,Kyle O'Quinn,0.94,1.6,0.08,0.34,1.98,4.17,1.17
Kyle O'Quinn,2016-17,6.28,5.56,1.48,1.32,0.46,NYK,27.0,79,8,1229,0.521,0.118,64,83,0.771,Kyle O'Quinn,0.96,2.2,0.03,0.22,2.72,5.23,1.99
Kyle O'Quinn,2017-18,7.14,6.1,2.05,1.27,0.47,NYK,28.0,77,10,1387,0.583,0.235,98,127,0.772,Kyle O'Quinn,1.3,2.5,0.05,0.22,2.91,4.99,1.57
Kyle O'Quinn,2018-19,3.47,2.64,1.24,0.56,0.2,IND,29.0,45,3,371,0.507,0.083,17,21,0.81,Kyle O'Quinn,0.69,1.5,0.02,0.27,1.53,3.02,0.64
Kyle O'Quinn,2019-20,3.52,4.0,1.76,0.83,0.24,PHI,30.0,29,2,313,0.494,0.259,11,20,0.55,Kyle O'Quinn,0.69,1.3,0.24,0.93,1.45,2.93,1.17
Fabricio Oberto,2005-06,1.75,2.08,0.46,0.19,0.15,SAS,31.0,59,0,490,0.473,0.0,15,27,0.556,Fabricio Oberto,0.47,1.5,0.0,0.03,0.75,1.58,0.97
Fabricio Oberto,2006-07,4.42,4.66,0.86,0.3,0.32,SAS,32.0,79,33,1365,0.562,0.0,33,51,0.647,Fabricio Oberto,0.87,2.7,0.0,0.0,2.0,3.56,1.66
Fabricio Oberto,2007-08,4.84,5.24,1.16,0.24,0.45,SAS,33.0,82,64,1644,0.608,0.0,37,61,0.607,Fabricio Oberto,0.62,2.5,0.0,0.01,2.2,3.61,1.87
Fabricio Oberto,2008-09,2.63,2.63,1.09,0.2,0.13,SAS,34.0,54,11,677,0.587,0.0,20,35,0.571,Fabricio Oberto,0.7,1.8,0.0,0.02,1.13,1.93,1.2
Fabricio Oberto,2009-10,1.46,1.84,0.89,0.16,0.19,WAS,35.0,57,20,650,0.625,0.0,13,17,0.765,Fabricio Oberto,0.63,2.1,0.0,0.0,0.61,0.98,0.6
Fabricio Oberto,2010-11,1.4,1.4,0.0,0.0,0.0,POR,36.0,5,0,45,0.6,0.0,1,2,0.5,Fabricio Oberto,0.6,2.0,0.0,0.0,0.6,1.0,0.6
Daniel Ochefu,2016-17,1.26,1.16,0.16,0.0,0.11,WAS,23.0,19,0,75,0.444,0.0,0,2,0.0,Daniel Ochefu,0.16,0.9,0.0,0.0,0.63,1.42,0.26
Greg Oden,2008-09,8.85,6.95,0.51,1.13,0.41,POR,21.0,61,39,1314,0.564,0.0,144,226,0.637,Greg Oden,1.43,3.9,0.0,0.0,3.25,5.75,2.77
Greg Oden,2009-10,11.1,8.48,0.9,2.29,0.38,POR,22.0,21,21,502,0.605,0.0,49,64,0.766,Greg Oden,1.86,4.0,0.0,0.0,4.38,7.24,3.05
Greg Oden,2013-14,2.91,2.35,0.04,0.57,0.3,MIA,26.0,23,6,212,0.551,0.0,13,23,0.565,Greg Oden,0.52,2.3,0.0,0.0,1.17,2.13,1.0
Lamar Odom,1999-00,16.57,7.83,4.17,1.25,1.2,LAC,20.0,76,70,2767,0.438,0.36,302,420,0.719,Lamar Odom,3.39,3.8,0.78,2.16,5.91,13.47,2.09
Lamar Odom,2000-01,17.16,7.79,5.16,1.61,0.97,LAC,21.0,76,74,2836,0.46,0.316,262,386,0.679,Lamar Odom,3.47,3.1,1.05,3.33,6.33,13.76,1.45
Lamar Odom,2001-02,13.07,6.07,5.9,1.24,0.79,LAC,22.0,29,25,999,0.419,0.19,61,93,0.656,Lamar Odom,3.34,3.1,0.55,2.9,5.21,12.41,1.07
Lamar Odom,2002-03,14.57,6.65,3.63,0.84,0.86,LAC,23.0,49,47,1679,0.439,0.326,136,175,0.777,Lamar Odom,2.86,3.7,0.86,2.63,5.47,12.47,1.2
Lamar Odom,2003-04,17.14,9.7,4.09,0.89,1.06,MIA,24.0,80,80,3003,0.43,0.298,340,458,0.742,Lamar Odom,2.95,3.4,0.76,2.56,6.06,14.09,2.0
Lamar Odom,2004-05,15.23,10.2,3.72,1.02,0.66,LAL,25.0,64,64,2320,0.473,0.308,207,298,0.695,Lamar Odom,2.52,3.3,0.56,1.83,5.72,12.09,2.09
Lamar Odom,2005-06,14.82,9.22,5.54,0.8,0.94,LAL,26.0,80,80,3221,0.481,0.372,216,313,0.69,Lamar Odom,2.66,3.2,1.0,2.69,5.56,11.56,2.26
Lamar Odom,2006-07,15.89,9.77,4.82,0.57,0.95,LAL,27.0,56,56,2202,0.468,0.297,198,283,0.7,Lamar Odom,2.91,3.2,0.96,3.25,5.7,12.16,1.82
Lamar Odom,2007-08,14.21,10.64,3.55,0.94,0.97,LAL,28.0,77,77,2921,0.525,0.274,229,328,0.698,Lamar Odom,2.03,2.9,0.4,1.47,5.42,10.32,2.56
Lamar Odom,2008-09,11.35,8.17,2.62,1.26,0.99,LAL,29.0,78,32,2316,0.492,0.32,160,257,0.623,Lamar Odom,1.77,3.0,0.42,1.32,4.44,9.01,2.26
Lamar Odom,2009-10,10.76,9.78,3.26,0.72,0.91,LAL,30.0,82,38,2585,0.463,0.319,140,202,0.693,Lamar Odom,1.83,2.8,0.71,2.22,4.17,9.01,2.24
Lamar Odom,2010-11,14.39,8.66,3.04,0.74,0.57,LAL,31.0,82,35,2639,0.53,0.382,166,246,0.675,Lamar Odom,1.7,2.4,0.83,2.17,5.77,10.89,2.13
Lamar Odom,2011-12,6.64,4.16,1.66,0.36,0.4,DAL,32.0,50,4,1027,0.352,0.252,58,98,0.592,Lamar Odom,1.04,1.9,0.56,2.22,2.46,6.98,0.72
Lamar Odom,2012-13,4.02,5.85,1.73,0.71,0.84,LAC,33.0,82,2,1616,0.399,0.2,20,42,0.476,Lamar Odom,1.05,2.6,0.22,1.1,1.78,4.46,1.43
Tim Ohlbrecht,2012-13,1.0,0.33,0.33,0.0,0.33,HOU,24.0,3,0,12,0.333,0.0,1,1,1.0,Tim Ohlbrecht,1.33,0.3,0.0,0.0,0.33,1.0,0.0
Semi Ojeleye,2017-18,2.67,2.21,0.27,0.05,0.29,BOS,23.0,73,0,1150,0.346,0.32,25,41,0.61,Semi Ojeleye,0.34,1.2,0.55,1.71,0.89,2.58,0.51
Semi Ojeleye,2018-19,3.32,1.54,0.41,0.07,0.18,BOS,24.0,56,3,594,0.424,0.315,24,39,0.615,Semi Ojeleye,0.34,0.8,0.5,1.59,1.2,2.82,0.43
Semi Ojeleye,2019-20,3.42,2.1,0.54,0.07,0.3,BOS,25.0,69,6,1011,0.408,0.378,28,32,0.875,Semi Ojeleye,0.28,1.2,0.7,1.84,1.16,2.84,0.38
Semi Ojeleye,2020-21,4.64,2.62,0.66,0.0,0.3,BOS,26.0,56,15,950,0.403,0.367,24,32,0.75,Semi Ojeleye,0.38,1.0,1.04,2.82,1.59,3.95,0.55
Semi Ojeleye,2021-22,2.85,2.9,0.25,0.25,0.25,MIL,27.0,20,0,308,0.257,0.268,10,13,0.769,Semi Ojeleye,0.25,1.3,0.55,2.05,0.9,3.5,1.25
Semi Ojeleye,2021-22,4.1,1.6,0.4,0.1,0.2,LAC,27.0,10,0,98,0.414,0.444,13,16,0.813,Semi Ojeleye,0.4,0.4,0.4,0.9,1.2,2.9,0.2
Semi Ojeleye,2021-22,3.27,2.47,0.3,0.2,0.23,TOT,27.0,30,0,406,0.303,0.3,23,29,0.793,Semi Ojeleye,0.3,1.0,0.5,1.67,1.0,3.3,0.9
Emeka Okafor,2004-05,15.14,10.89,0.88,1.71,0.85,CHA,22.0,73,73,2598,0.447,0.0,209,343,0.609,Emeka Okafor,1.71,2.9,0.0,0.01,6.14,13.74,3.77
Emeka Okafor,2005-06,13.23,10.04,1.19,1.92,0.85,CHA,23.0,26,25,874,0.415,0.0,82,125,0.656,Emeka Okafor,2.04,3.4,0.0,0.0,5.04,12.15,3.62
Emeka Okafor,2006-07,14.37,11.3,1.19,2.57,0.85,CHA,24.0,67,65,2329,0.532,0.0,175,295,0.593,Emeka Okafor,1.66,3.1,0.0,0.0,5.88,11.04,3.85
Emeka Okafor,2007-08,13.82,10.68,0.85,1.68,0.76,CHA,25.0,82,82,2718,0.535,0.0,213,374,0.57,Emeka Okafor,2.0,2.9,0.0,0.0,5.61,10.49,3.11
Emeka Okafor,2008-09,13.23,10.09,0.65,1.66,0.59,CHA,26.0,82,81,2691,0.561,0.0,219,369,0.593,Emeka Okafor,1.76,3.0,0.0,0.0,5.28,9.41,3.35
Emeka Okafor,2009-10,10.37,9.05,0.67,1.55,0.66,NOH,27.0,82,82,2370,0.53,0.0,154,274,0.562,Emeka Okafor,1.35,2.7,0.0,0.0,4.24,8.0,3.06
Emeka Okafor,2010-11,10.35,9.5,0.58,1.76,0.56,NOH,28.0,72,72,2287,0.573,0.0,145,258,0.562,Emeka Okafor,1.65,3.2,0.0,0.01,4.17,7.28,3.19
Emeka Okafor,2011-12,9.85,7.89,0.89,0.96,0.59,NOH,29.0,27,27,781,0.533,0.0,38,74,0.514,Emeka Okafor,1.37,2.7,0.0,0.0,4.22,7.93,2.59
