Player,SEASON_ID,PPG,RPG,APG,BPG,SPG,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FG_PCT,FG3_PCT,FTM,FTA,FT_PCT,Player,TOVPG,PFPG,FG3MPG,FG3APG,FGMPG,FGAPG,OREBPG
Dominic McGuire,2007-08,1.33,1.99,0.57,0.37,0.29,WAS,22.0,70,1,695,0.379,0.167,14,32,0.438,Dominic McGuire,0.57,1.1,0.01,0.09,0.56,1.47,0.76
Dominic McGuire,2008-09,4.51,5.42,2.51,0.94,0.78,WAS,23.0,79,57,2072,0.432,0.5,74,102,0.725,Dominic McGuire,1.16,1.9,0.03,0.05,1.77,4.1,1.43
Dominic McGuire,2009-10,0.73,1.49,0.2,0.07,0.1,WAS,24.0,41,0,240,0.375,0.0,0,5,0.0,Dominic McGuire,0.24,0.8,0.0,0.0,0.37,0.98,0.41
Dominic McGuire,2009-10,0.8,1.8,0.3,0.1,0.1,SAC,24.0,10,2,67,0.333,0.0,0,2,0.0,Dominic McGuire,0.7,0.3,0.0,0.0,0.4,1.2,0.6
Dominic McGuire,2009-10,0.75,1.55,0.22,0.08,0.1,TOT,24.0,51,2,307,0.365,0.0,0,7,0.0,Dominic McGuire,0.33,0.7,0.0,0.0,0.37,1.02,0.45
Dominic McGuire,2010-11,3.35,3.83,0.83,0.63,0.19,CHA,25.0,52,8,760,0.396,0.0,30,39,0.769,Dominic McGuire,0.48,1.8,0.0,0.04,1.38,3.5,1.21
Dominic McGuire,2011-12,3.55,3.84,1.72,0.56,0.69,GSW,26.0,64,6,1127,0.448,0.0,39,53,0.736,Dominic McGuire,0.88,1.6,0.0,0.06,1.47,3.28,1.14
Dominic McGuire,2012-13,2.13,3.2,0.67,0.53,0.33,TOR,27.0,15,9,230,0.469,0.0,2,6,0.333,Dominic McGuire,0.47,1.7,0.0,0.0,1.0,2.13,0.73
Dominic McGuire,2012-13,2.11,3.11,1.0,0.33,0.89,NOH,27.0,9,0,145,0.429,0.0,1,2,0.5,Dominic McGuire,0.56,1.4,0.0,0.0,1.0,2.33,0.78
Dominic McGuire,2012-13,0.0,1.0,0.5,0.0,0.0,IND,27.0,2,1,12,0.0,0.0,0,2,0.0,Dominic McGuire,0.0,0.0,0.0,0.0,0.0,1.5,0.5
Dominic McGuire,2012-13,1.96,3.0,0.77,0.42,0.5,TOT,27.0,26,10,387,0.429,0.0,3,10,0.3,Dominic McGuire,0.46,1.5,0.0,0.0,0.92,2.15,0.73
Alfonzo McKinnie,2017-18,1.5,0.5,0.07,0.07,0.07,TOR,25.0,14,0,53,0.533,0.333,2,3,0.667,Alfonzo McKinnie,0.21,0.6,0.21,0.64,0.57,1.07,0.07
Alfonzo McKinnie,2018-19,4.68,3.43,0.43,0.21,0.25,GSW,26.0,72,5,1003,0.487,0.356,27,48,0.563,Alfonzo McKinnie,0.42,1.9,0.58,1.64,1.86,3.82,1.12
Alfonzo McKinnie,2019-20,4.55,2.82,0.35,0.2,0.57,CLE,27.0,40,1,593,0.427,0.215,22,31,0.71,Alfonzo McKinnie,0.65,1.8,0.35,1.62,1.82,4.28,0.92
Alfonzo McKinnie,2020-21,3.13,1.38,0.15,0.0,0.18,LAL,28.0,39,0,258,0.516,0.41,10,18,0.556,Alfonzo McKinnie,0.13,0.7,0.41,1.0,1.23,2.38,0.56
Alfonzo McKinnie,2021-22,3.47,1.94,0.29,0.18,0.12,CHI,29.0,17,3,206,0.393,0.333,2,8,0.25,Alfonzo McKinnie,0.41,1.5,0.53,1.59,1.41,3.59,0.76
Jordan McLaughlin,2019-20,7.63,1.63,4.17,0.13,1.13,MIN,24.0,30,2,590,0.489,0.382,26,39,0.667,Jordan McLaughlin,1.03,1.0,0.97,2.53,2.9,5.93,0.23
Jordan McLaughlin,2020-21,5.02,2.12,3.78,0.12,1.0,MIN,25.0,51,2,938,0.413,0.359,23,30,0.767,Jordan McLaughlin,1.0,0.9,0.65,1.8,1.96,4.75,0.41
Jordan McLaughlin,2021-22,3.76,1.52,2.9,0.16,0.92,MIN,26.0,62,3,902,0.44,0.318,30,40,0.75,Jordan McLaughlin,0.61,0.9,0.44,1.37,1.42,3.23,0.35
Jordan McLaughlin,2022-23,3.74,1.44,3.44,0.09,0.74,MIN,27.0,43,0,679,0.421,0.308,15,18,0.833,Jordan McLaughlin,0.77,0.7,0.56,1.81,1.42,3.37,0.35
Jordan McLaughlin,2023-24,3.48,1.29,1.96,0.12,0.62,MIN,28.0,56,0,626,0.483,0.472,13,18,0.722,Jordan McLaughlin,0.34,0.6,0.75,1.59,1.25,2.59,0.32
Jordan McLaughlin,2024-25,1.89,0.75,0.86,0.0,0.39,SAC,29.0,28,0,190,0.364,0.385,11,16,0.688,Jordan McLaughlin,0.39,0.5,0.36,0.93,0.57,1.57,0.14
Jordan McLaughlin,2024-25,2.5,0.5,1.5,0.06,0.28,SAS,29.0,18,0,124,0.536,0.45,6,6,1.0,Jordan McLaughlin,0.28,0.3,0.5,1.11,0.83,1.56,0.11
Jordan McLaughlin,2024-25,2.13,0.65,1.11,0.02,0.35,TOT,29.0,46,0,314,0.431,0.413,17,22,0.773,Jordan McLaughlin,0.35,0.4,0.41,1.0,0.67,1.57,0.13
Jordan McLaughlin,2025-26,3.5,0.75,1.25,0.0,0.88,SAS,29.0,8,0,74,0.417,0.333,3,3,1.0,Jordan McLaughlin,0.25,0.9,0.62,1.88,1.25,3.0,0.38
Ben McLemore,2013-14,8.78,2.87,1.0,0.22,0.55,SAC,21.0,82,55,2187,0.376,0.32,115,143,0.804,Ben McLemore,1.17,2.5,1.16,3.62,3.11,8.28,0.65
Ben McLemore,2014-15,12.15,2.94,1.71,0.23,0.94,SAC,22.0,82,82,2670,0.437,0.358,130,160,0.813,Ben McLemore,1.68,2.7,1.71,4.77,4.43,10.13,0.38
Ben McLemore,2015-16,7.81,2.18,1.16,0.15,0.76,SAC,23.0,68,53,1443,0.429,0.362,74,103,0.718,Ben McLemore,1.46,2.1,0.99,2.72,2.87,6.69,0.5
Ben McLemore,2016-17,8.11,2.11,0.84,0.1,0.48,SAC,24.0,61,27,1176,0.43,0.382,70,93,0.753,Ben McLemore,1.02,1.8,1.07,2.79,2.95,6.87,0.31
Ben McLemore,2017-18,7.54,2.48,0.91,0.27,0.68,MEM,25.0,56,17,1091,0.421,0.346,53,64,0.828,Ben McLemore,1.09,2.5,0.98,2.84,2.8,6.66,0.61
Ben McLemore,2018-19,3.95,0.89,0.21,0.16,0.32,SAC,26.0,19,0,158,0.391,0.415,8,12,0.667,Ben McLemore,0.26,1.2,0.89,2.16,1.32,3.37,0.16
Ben McLemore,2019-20,10.07,2.21,0.82,0.23,0.63,HOU,27.0,71,23,1619,0.444,0.4,50,67,0.746,Ben McLemore,0.7,2.2,2.55,6.37,3.41,7.68,0.3
Ben McLemore,2020-21,7.44,2.06,0.88,0.09,0.62,HOU,28.0,32,4,537,0.357,0.331,23,32,0.719,Ben McLemore,0.88,1.6,1.72,5.19,2.5,7.0,0.34
Ben McLemore,2020-21,8.0,1.62,0.52,0.29,0.14,LAL,28.0,21,1,368,0.39,0.368,16,21,0.762,Ben McLemore,0.67,1.8,2.0,5.43,2.62,6.71,0.19
Ben McLemore,2020-21,7.66,1.89,0.74,0.17,0.43,TOT,28.0,53,5,905,0.37,0.346,39,53,0.736,Ben McLemore,0.79,1.7,1.83,5.28,2.55,6.89,0.28
Ben McLemore,2021-22,10.23,1.61,0.92,0.16,0.59,POR,29.0,64,6,1285,0.401,0.362,72,88,0.818,Ben McLemore,0.86,1.6,2.36,6.52,3.38,8.42,0.19
Keith McLeod,2003-04,2.67,1.03,1.79,0.03,0.48,MIN,24.0,33,0,389,0.329,0.1,33,43,0.767,Keith McLeod,0.88,1.2,0.03,0.3,0.82,2.48,0.15
Keith McLeod,2004-05,7.85,2.13,4.45,0.23,1.19,UTA,25.0,53,47,1380,0.35,0.25,112,146,0.767,Keith McLeod,1.87,2.6,0.34,1.36,2.7,7.7,0.38
Keith McLeod,2005-06,5.61,1.18,2.29,0.14,0.64,UTA,26.0,66,32,1232,0.353,0.293,106,133,0.797,Keith McLeod,1.15,2.0,0.36,1.24,1.82,5.15,0.17
