Player,SEASON_ID,PPG,RPG,APG,BPG,SPG,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FG_PCT,FG3_PCT,FTM,FTA,FT_PCT,Player,TOVPG,PFPG,FG3MPG,FG3APG,FGMPG,FGAPG,OREBPG
Rakeem Christmas,2015-16,4.0,1.0,0.0,0.0,0.0,IND,24.0,1,0,6,1.0,0.0,0,0,0.0,Rakeem Christmas,0.0,1.0,0.0,0.0,2.0,2.0,1.0
Rakeem Christmas,2016-17,2.03,1.93,0.14,0.21,0.1,IND,25.0,29,0,219,0.442,0.0,21,29,0.724,Rakeem Christmas,0.28,1.3,0.0,0.0,0.66,1.48,0.9
Semaj Christon,2016-17,2.86,1.36,2.03,0.11,0.44,OKC,24.0,64,1,973,0.345,0.19,17,31,0.548,Semaj Christon,0.67,1.2,0.19,0.98,1.2,3.48,0.3
Josh Christopher,2021-22,7.93,2.51,2.03,0.18,0.88,HOU,20.0,74,2,1334,0.448,0.296,83,113,0.735,Josh Christopher,1.54,1.3,0.76,2.55,3.03,6.76,0.7
Josh Christopher,2022-23,5.81,1.11,1.14,0.23,0.52,HOU,21.0,64,2,786,0.465,0.236,45,60,0.75,Josh Christopher,0.94,0.9,0.33,1.39,2.39,5.14,0.31
Josh Christopher,2024-25,2.0,0.64,0.57,0.21,0.36,MIA,23.0,14,0,69,0.355,0.182,4,6,0.667,Josh Christopher,0.43,0.1,0.14,0.79,0.79,2.21,0.0
Sidy Cissoko,2023-24,3.75,1.83,0.83,0.25,0.58,SAS,20.0,12,0,141,0.485,0.083,12,15,0.8,Sidy Cissoko,0.25,1.5,0.08,1.0,1.33,2.75,0.67
Sidy Cissoko,2024-25,1.29,0.59,0.35,0.0,0.06,SAS,21.0,17,0,54,0.5,0.429,1,6,0.167,Sidy Cissoko,0.12,0.4,0.18,0.41,0.53,1.06,0.18
Sidy Cissoko,2024-25,2.0,2.2,1.8,0.2,0.2,POR,21.0,5,0,60,0.333,0.0,2,3,0.667,Sidy Cissoko,1.8,0.8,0.0,1.2,0.8,2.4,1.0
Sidy Cissoko,2024-25,1.45,0.95,0.68,0.05,0.09,TOT,21.0,22,0,114,0.433,0.231,3,9,0.333,Sidy Cissoko,0.5,0.5,0.14,0.59,0.59,1.36,0.36
Sidy Cissoko,2025-26,2.4,1.8,0.6,0.0,0.4,POR,21.0,5,0,50,0.5,0.333,3,5,0.6,Sidy Cissoko,0.0,2.0,0.2,0.6,0.8,1.6,1.0
Earl Clark,2009-10,2.75,1.22,0.41,0.25,0.14,PHX,22.0,51,0,383,0.371,0.4,26,36,0.722,Earl Clark,0.45,0.5,0.04,0.1,1.1,2.96,0.35
Earl Clark,2010-11,3.22,1.89,0.44,0.33,0.11,PHX,23.0,9,0,72,0.387,0.0,5,10,0.5,Earl Clark,0.22,0.7,0.0,0.0,1.33,3.44,0.44
Earl Clark,2010-11,4.06,2.55,0.15,0.45,0.21,ORL,23.0,33,0,392,0.441,0.0,22,37,0.595,Earl Clark,0.79,1.2,0.0,0.15,1.7,3.85,1.0
Earl Clark,2010-11,3.88,2.4,0.21,0.43,0.19,TOT,23.0,42,0,464,0.43,0.0,27,47,0.574,Earl Clark,0.67,1.1,0.0,0.12,1.62,3.76,0.88
Earl Clark,2011-12,2.73,2.76,0.4,0.71,0.27,ORL,24.0,45,1,559,0.367,0.0,21,29,0.724,Earl Clark,0.56,1.6,0.0,0.0,1.13,3.09,0.78
Earl Clark,2012-13,7.25,5.51,1.1,0.75,0.61,LAL,25.0,59,36,1363,0.44,0.337,53,76,0.697,Earl Clark,1.05,1.7,0.59,1.76,2.88,6.54,1.39
Earl Clark,2013-14,5.2,2.82,0.36,0.42,0.36,CLE,26.0,45,17,698,0.375,0.345,14,24,0.583,Earl Clark,0.67,1.4,0.89,2.58,2.0,5.33,0.44
