Player,SEASON_ID,PPG,RPG,APG,BPG,SPG,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FG_PCT,FG3_PCT,FTM,FTA,FT_PCT,Player,TOVPG,PFPG,FG3MPG,FG3APG,FGMPG,FGAPG,OREBPG
Daniel Hamilton,2017-18,2.0,0.83,1.33,0.0,0.17,OKC,22.0,6,0,28,0.455,0.4,0,0,0.0,Daniel Hamilton,0.33,0.3,0.33,0.83,0.83,1.83,0.0
Daniel Hamilton,2018-19,3.0,2.47,1.16,0.05,0.32,ATL,23.0,19,3,204,0.383,0.348,3,6,0.5,Daniel Hamilton,0.84,1.0,0.42,1.21,1.21,3.16,0.53
Jordan Hamilton,2011-12,4.42,2.38,0.77,0.12,0.15,DEN,21.0,26,2,258,0.432,0.362,2,5,0.4,Jordan Hamilton,0.62,0.6,0.65,1.81,1.85,4.27,0.42
Jordan Hamilton,2012-13,5.2,2.38,0.57,0.2,0.38,DEN,22.0,40,1,397,0.418,0.37,13,26,0.5,Jordan Hamilton,0.48,0.6,0.68,1.82,2.1,5.03,0.8
Jordan Hamilton,2013-14,6.82,3.41,0.87,0.33,0.79,DEN,23.0,39,11,670,0.39,0.349,23,31,0.742,Jordan Hamilton,0.69,0.8,1.15,3.31,2.54,6.51,0.59
Jordan Hamilton,2013-14,6.57,2.9,0.86,0.33,0.62,HOU,23.0,21,1,349,0.393,0.362,17,20,0.85,Jordan Hamilton,0.9,1.7,1.19,3.29,2.29,5.81,0.43
Jordan Hamilton,2013-14,6.73,3.23,0.87,0.33,0.73,TOT,23.0,60,12,1020,0.391,0.354,40,51,0.784,Jordan Hamilton,0.77,1.1,1.17,3.3,2.45,6.27,0.53
Jordan Hamilton,2014-15,2.71,1.14,0.5,0.0,0.14,LAC,24.0,14,2,122,0.4,0.476,0,0,0.0,Jordan Hamilton,0.29,1.0,0.71,1.5,1.0,2.5,0.14
Jordan Hamilton,2015-16,11.36,5.64,2.27,0.27,0.73,NOP,25.0,11,4,304,0.422,0.289,14,21,0.667,Jordan Hamilton,1.55,2.2,1.18,4.09,4.45,10.55,1.09
Justin Hamilton,2013-14,0.0,0.0,0.0,0.0,1.0,CHA,24.0,1,0,4,0.0,0.0,0,0,0.0,Justin Hamilton,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Hamilton,2013-14,3.71,1.0,0.0,0.0,0.57,MIA,24.0,7,0,68,0.45,0.333,5,5,1.0,Justin Hamilton,0.43,1.1,0.43,1.29,1.29,2.86,0.57
Justin Hamilton,2013-14,3.25,0.88,0.0,0.0,0.62,TOT,24.0,8,0,72,0.45,0.333,5,5,1.0,Justin Hamilton,0.5,1.0,0.38,1.12,1.12,2.5,0.5
Justin Hamilton,2014-15,2.75,2.0,0.5,0.21,0.33,MIA,25.0,24,5,289,0.415,0.316,6,7,0.857,Justin Hamilton,0.33,1.4,0.25,0.79,1.12,2.71,1.0
Justin Hamilton,2014-15,9.0,5.06,1.41,1.47,1.12,MIN,25.0,17,9,423,0.513,0.333,33,40,0.825,Justin Hamilton,1.06,2.2,0.24,0.71,3.41,6.65,1.94
Justin Hamilton,2014-15,5.34,3.27,0.88,0.73,0.66,TOT,25.0,41,14,713,0.478,0.323,39,47,0.83,Justin Hamilton,0.63,1.7,0.24,0.76,2.07,4.34,1.39
Justin Hamilton,2016-17,6.91,4.09,0.86,0.67,0.45,BKN,27.0,64,7,1177,0.459,0.306,39,52,0.75,Justin Hamilton,0.67,1.4,0.86,2.81,2.72,5.92,1.11
Richard Hamilton,1999-00,9.0,1.82,1.52,0.08,0.39,WAS,22.0,71,12,1373,0.42,0.364,103,133,0.774,Richard Hamilton,1.18,2.0,0.39,1.08,3.58,8.52,0.54
Richard Hamilton,2000-01,18.09,3.05,2.87,0.13,0.96,WAS,23.0,78,42,2519,0.438,0.274,277,319,0.868,Richard Hamilton,2.58,2.6,0.51,1.87,7.01,16.01,0.96
Richard Hamilton,2001-02,20.0,3.43,2.71,0.22,0.6,WAS,24.0,63,57,2200,0.435,0.381,300,337,0.89,Richard Hamilton,2.1,2.2,0.25,0.67,7.49,17.21,1.16
Richard Hamilton,2002-03,19.66,3.88,2.54,0.16,0.78,DET,25.0,82,82,2640,0.443,0.269,440,528,0.833,Richard Hamilton,2.44,3.0,0.39,1.45,6.95,15.68,1.07
Richard Hamilton,2003-04,17.63,3.58,3.97,0.22,1.32,DET,26.0,78,78,2777,0.455,0.265,297,342,0.868,Richard Hamilton,2.69,2.8,0.23,0.87,6.79,14.95,1.0
Richard Hamilton,2004-05,18.74,3.88,4.89,0.17,1.01,DET,27.0,76,76,2927,0.44,0.305,368,429,0.858,Richard Hamilton,2.86,3.1,0.47,1.55,6.71,15.26,0.97
Richard Hamilton,2005-06,20.11,3.2,3.44,0.2,0.65,DET,28.0,80,80,2825,0.491,0.458,256,303,0.845,Richard Hamilton,2.16,2.6,0.69,1.5,8.11,16.52,1.05
Richard Hamilton,2006-07,19.8,3.76,3.8,0.2,0.79,DET,29.0,75,75,2763,0.468,0.341,347,403,0.861,Richard Hamilton,2.12,3.1,0.59,1.72,7.29,15.6,1.0
Richard Hamilton,2007-08,17.28,3.26,4.15,0.14,1.01,DET,30.0,72,72,2424,0.484,0.44,184,221,0.833,Richard Hamilton,1.83,2.4,0.86,1.96,6.93,14.31,1.04
Richard Hamilton,2008-09,18.28,3.09,4.43,0.06,0.6,DET,31.0,67,51,2279,0.447,0.368,223,263,0.848,Richard Hamilton,1.99,2.6,1.04,2.84,6.96,15.57,0.66
Richard Hamilton,2009-10,18.07,2.65,4.39,0.07,0.65,DET,32.0,46,46,1552,0.409,0.297,204,241,0.846,Richard Hamilton,2.5,2.5,0.89,3.0,6.37,15.59,0.65
Richard Hamilton,2010-11,14.13,2.29,3.11,0.07,0.71,DET,33.0,55,39,1498,0.429,0.382,146,172,0.849,Richard Hamilton,1.6,1.7,1.0,2.62,5.24,12.2,0.44
Richard Hamilton,2011-12,11.64,2.36,3.0,0.04,0.43,CHI,34.0,28,28,697,0.452,0.37,29,37,0.784,Richard Hamilton,1.75,2.0,0.61,1.64,5.0,11.07,0.71
Richard Hamilton,2012-13,9.8,1.66,2.38,0.1,0.48,CHI,35.0,50,45,1088,0.429,0.308,66,77,0.857,Richard Hamilton,1.68,1.9,0.32,1.04,4.08,9.5,0.32
Tang Hamilton,2001-02,2.22,2.0,0.56,0.0,0.44,MIA,24.0,9,2,98,0.526,0.0,0,1,0.0,Tang Hamilton,0.22,1.1,0.0,0.11,1.11,2.11,0.67
Zendon Hamilton,2000-01,3.0,2.67,0.0,0.0,0.0,LAC,26.0,3,0,19,0.222,0.0,5,8,0.625,Zendon Hamilton,0.67,1.3,0.0,0.0,0.67,3.0,1.0
Zendon Hamilton,2001-02,6.0,4.69,0.26,0.33,0.39,DEN,27.0,54,15,846,0.42,0.0,118,181,0.652,Zendon Hamilton,1.11,1.9,0.0,0.0,1.91,4.54,2.04
Zendon Hamilton,2002-03,2.0,1.33,0.0,0.0,0.33,TOR,28.0,3,0,12,0.4,0.0,2,2,1.0,Zendon Hamilton,0.33,0.7,0.0,0.0,0.67,1.67,0.33
Zendon Hamilton,2003-04,3.67,3.17,0.28,0.17,0.17,PHI,29.0,46,0,471,0.537,0.0,67,96,0.698,Zendon Hamilton,0.59,1.6,0.0,0.0,1.11,2.07,1.07
Zendon Hamilton,2004-05,3.19,2.62,0.38,0.12,0.31,MIL,30.0,16,0,159,0.344,0.0,29,48,0.604,Zendon Hamilton,0.75,1.6,0.0,0.0,0.69,2.0,1.12
Zendon Hamilton,2005-06,2.27,1.0,0.0,0.0,0.27,CLE,31.0,11,0,46,0.538,0.0,11,16,0.688,Zendon Hamilton,0.55,0.4,0.0,0.0,0.64,1.18,0.27
Zendon Hamilton,2005-06,1.0,0.0,0.0,0.0,1.0,PHI,31.0,1,0,3,0.0,0.0,1,2,0.5,Zendon Hamilton,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Zendon Hamilton,2005-06,2.17,0.92,0.0,0.0,0.33,TOT,31.0,12,0,48,0.5,0.0,12,18,0.667,Zendon Hamilton,0.5,0.4,0.0,0.0,0.58,1.17,0.25
AJ Hammons,2016-17,2.18,1.64,0.18,0.59,0.05,DAL,24.0,22,0,163,0.405,0.5,9,20,0.45,AJ Hammons,0.45,1.0,0.23,0.45,0.77,1.91,0.36
R.J. Hampton,2020-21,2.56,2.0,0.56,0.08,0.2,DEN,20.0,25,0,233,0.417,0.278,9,12,0.75,R.J. Hampton,0.44,0.9,0.2,0.72,1.0,2.4,0.4
R.J. Hampton,2020-21,11.15,4.96,2.81,0.31,0.62,ORL,20.0,26,1,655,0.439,0.319,46,70,0.657,R.J. Hampton,1.62,1.5,0.85,2.65,4.27,9.73,0.73
R.J. Hampton,2020-21,6.94,3.51,1.71,0.2,0.41,TOT,20.0,51,1,888,0.435,0.31,55,82,0.671,R.J. Hampton,1.04,1.2,0.53,1.71,2.67,6.14,0.57
R.J. Hampton,2021-22,7.64,3.03,2.47,0.2,0.66,ORL,21.0,64,14,1402,0.383,0.35,75,117,0.641,R.J. Hampton,1.36,1.6,1.0,2.86,2.73,7.14,0.36
R.J. Hampton,2022-23,5.73,1.5,1.31,0.15,0.62,ORL,22.0,26,0,361,0.439,0.34,31,37,0.838,R.J. Hampton,0.81,0.8,0.69,2.04,1.92,4.38,0.35
R.J. Hampton,2022-23,7.29,2.29,0.95,0.24,0.52,DET,22.0,21,3,389,0.423,0.365,26,39,0.667,R.J. Hampton,1.0,1.4,1.1,3.0,2.48,5.86,0.43
R.J. Hampton,2022-23,6.43,1.85,1.15,0.19,0.57,TOT,22.0,47,3,750,0.43,0.353,57,76,0.75,R.J. Hampton,0.89,1.1,0.87,2.47,2.17,5.04,0.38
R.J. Hampton,2023-24,1.25,0.75,1.0,0.0,0.0,MIA,23.0,8,2,76,0.286,0.125,1,2,0.5,R.J. Hampton,0.38,1.0,0.12,1.0,0.5,1.75,0.25
Ben Handlogten,2003-04,4.0,3.24,0.35,0.24,0.18,UTA,30.0,17,0,172,0.532,0.0,18,27,0.667,Ben Handlogten,0.59,1.9,0.0,0.0,1.47,2.76,1.29
Ben Handlogten,2004-05,4.52,3.1,0.62,0.24,0.33,UTA,31.0,21,5,297,0.518,0.0,9,17,0.529,Ben Handlogten,0.86,2.6,0.0,0.05,2.05,3.95,1.1
Ben Hansbrough,2012-13,2.04,0.64,0.75,0.07,0.25,IND,25.0,28,0,200,0.333,0.261,21,27,0.778,Ben Hansbrough,0.64,0.8,0.21,0.82,0.54,1.61,0.07
Tyler Hansbrough,2009-10,8.48,4.76,0.97,0.28,0.59,IND,24.0,29,1,511,0.36,0.0,84,113,0.743,Tyler Hansbrough,0.72,2.4,0.0,0.14,2.79,7.76,2.07
Tyler Hansbrough,2010-11,10.96,5.23,0.59,0.21,0.53,IND,25.0,70,29,1535,0.465,0.0,197,253,0.779,Tyler Hansbrough,1.09,2.3,0.0,0.03,4.07,8.76,2.07
Tyler Hansbrough,2011-12,9.3,4.39,0.45,0.14,0.82,IND,26.0,66,0,1442,0.405,0.0,226,278,0.813,Tyler Hansbrough,0.98,2.4,0.0,0.02,2.94,7.26,1.71
Tyler Hansbrough,2012-13,7.01,4.6,0.44,0.22,0.36,IND,27.0,81,8,1366,0.432,0.0,216,300,0.72,Tyler Hansbrough,0.96,1.9,0.0,0.04,2.17,5.02,1.99
Tyler Hansbrough,2013-14,4.88,4.48,0.27,0.3,0.44,TOR,28.0,64,4,978,0.474,0.0,126,185,0.681,Tyler Hansbrough,0.73,2.1,0.0,0.03,1.45,3.06,1.88
Tyler Hansbrough,2014-15,3.65,3.58,0.28,0.2,0.41,TOR,29.0,74,8,1058,0.521,0.143,97,139,0.698,Tyler Hansbrough,0.27,1.9,0.01,0.09,1.16,2.23,1.43
Tyler Hansbrough,2015-16,2.36,2.02,0.18,0.16,0.27,CHA,30.0,44,0,343,0.451,0.667,38,65,0.585,Tyler Hansbrough,0.27,1.2,0.05,0.07,0.73,1.61,0.91
Travis Hansen,2003-04,3.0,1.71,0.46,0.22,0.24,ATL,26.0,41,4,508,0.354,0.3,22,27,0.815,Travis Hansen,0.37,1.6,0.22,0.73,1.12,3.17,0.73
Luke Harangody,2010-11,2.25,1.96,0.36,0.25,0.14,BOS,23.0,28,0,241,0.394,0.2,5,8,0.625,Luke Harangody,0.18,1.3,0.07,0.36,1.0,2.54,0.61
